año,mes,ccaa,comunidad,siglas,nombre,votos,diputados
2016,6,16,La Rioja,PCPE,PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA,250,0
2016,6,1,Andalucía,EB,ESCAÑOS EN BLANCO,961,0
2016,6,1,Andalucía,PCOE,PARTIDO COMUNISTA OBRERO ESPAÑOL,1696,0
2016,6,3,Asturias,VOX,VOX,1442,0
2016,6,6,Cantabria,VOX,VOX,713,0
2016,6,11,Galicia,C's,CIUDADANOS-PARTIDO DE LA CIUDADANÍA,135125,0
2016,6,12,Madrid,PH,PARTIDO HUMANISTA,2148,0
2016,6,14,País Vasco,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,1542,0
2016,6,17,Comunidad Valenciana,CCD,CIUDADANOS DE CENTRO DEMOCRÁTICO,6273,0
2016,6,17,Comunidad Valenciana,CENTRO MODERADO,LOS VERDES-ECOPACIFISTAS,3011,0
2016,6,19,Melilla,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,146,0
2016,6,1,Andalucía,C's,CIUDADANOS-PARTIDO DE LA CIUDADANÍA,578123,7
2016,6,4,Baleares,PODEMOS-EUI,UNITS PODEM MÉS,118082,2
2016,6,5,Canarias,PP,PARTIDO POPULAR,333445,6
2016,6,9,Cataluña,ECP,EN COMÚ PODEM-GUANYEM EL CANVI,853102,12
2016,6,14,País Vasco,VOX,VOX,947,0
2016,6,1,Andalucía,CILUS,CIUDADANOS LIBRES UNIDOS,830,0
2016,6,3,Asturias,C's,CIUDADANOS-PARTIDO DE LA CIUDADANÍA,74961,1
2016,6,3,Asturias,PP-FORO,PARTIDO POPULAR-FORO,209632,3
2016,6,4,Baleares,PACMA,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL,7266,0
2016,6,4,Baleares,PP,PARTIDO POPULAR,163045,3
2016,6,8,Castilla y León,RECORTES CERO-GRUPO VERDE,RECORTES CERO-GRUPO VERDE,2545,0
2016,6,12,Madrid,FE de las J,FALANGE ESPAÑOLA DE LAS JONS,3946,0
2016,6,12,Madrid,P-LIB,PARTIDO LIBERTARIO,1111,0
2016,6,14,País Vasco,PP,PARTIDO POPULAR,148553,2
2016,6,19,Melilla,PACMA,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL,317,0
2016,6,19,Melilla,RECORTES CERO-GRUPO VERDE,RECORTES CERO-GRUPO VERDE,44,0
2016,6,2,Aragón,MAS,MOVIMIENTO ARAGONÉS SOCIAL,723,0
2016,6,6,Cantabria,PACMA,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL,3369,0
2016,6,6,Cantabria,PP,PARTIDO POPULAR,140252,2
2016,6,7,Castilla-La Mancha,SAIn,SOLIDARIDAD Y AUTOGESTIÓN INTERNACIONALISTA,37,0
2016,6,8,Castilla y León,ALCD,ALIANZA DE CENTRO DEMOCRÁTICO,214,0
2016,6,13,Navarra,UPN-PP,UNIÓN DEL PUEBLO NAVARRO EN COALICIÓN CON EL PARTI,106976,2
2016,6,16,La Rioja,PODEMOS-IU-EQUO,UNIDOS PODEMOS,28772,1
2016,6,17,Comunidad Valenciana,PCPE,PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA,3551,0
2016,6,19,Melilla,UNIDOS PODEMOS,UNIDOS PODEMOS,2667,0
2016,6,2,Aragón,PCPE,PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA,984,0
2016,6,2,Aragón,RECORTES CERO-GRUPO VERDE,RECORTES CERO-GRUPO VERDE,1478,0
2016,6,5,Canarias,PODEMOS-IU-EQUO,UNIDOS PODEMOS,198434,3
2016,6,5,Canarias,VOX,VOX,882,0
2016,6,7,Castilla-La Mancha,VOX,VOX,1828,0
2016,6,8,Castilla y León,SAIn,SOLIDARIDAD Y AUTOGESTIÓN INTERNACIONALISTA,545,0
2016,6,8,Castilla y León,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,4520,0
2016,6,10,Extremadura,C's,CIUDADANOS-PARTIDO DE LA CIUDADANÍA,64760,0
2016,6,14,País Vasco,EH Bildu,EUSKAL HERRIA BILDU,153339,2
2016,6,15,Murcia,RECORTES CERO-GRUPO VERDE,RECORTES CERO-GRUPO VERDE,1305,0
2016,6,16,La Rioja,EB,ESCAÑOS EN BLANCO,304,0
2016,6,5,Canarias,CCa-PNC,COALICIÓN CANARIA-PARTIDO NACIONALISTA CANARIO,78253,1
2016,6,7,Castilla-La Mancha,RECORTES CERO-GRUPO VERDE,RECORTES CERO-GRUPO VERDE,1718,0
2016,6,8,Castilla y León,PP,PARTIDO POPULAR,643093,18
2016,6,9,Cataluña,CDC,CONVERGÈNCIA DEMOCRÀTICA DE CATALUNYA,483488,8
2016,6,12,Madrid,C's,CIUDADANOS-PARTIDO DE LA CIUDADANÍA,616503,6
2016,6,12,Madrid,PP,PARTIDO POPULAR,1325665,15
2016,6,17,Comunidad Valenciana,RECORTES CERO-GRUPO VERDE,RECORTES CERO-GRUPO VERDE,4798,0
2016,6,2,Aragón,PODEMOS-IU-,UNIDOS PODEMOS EN ARAGÓN,139187,2
2016,6,5,Canarias,UNIDAD DEL PUEBLO,UNIDAD DEL PUEBLO,686,0
2016,6,8,Castilla y León,P-LIB,PARTIDO LIBERTARIO,146,0
2016,6,9,Cataluña,PP,PARTIDO POPULAR,464538,6
2016,6,11,Galicia,PACMA,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL,16964,0
2016,6,11,Galicia,PCPE,COMUNISTAS DA GALIZA-PCPE,1690,0
2016,6,12,Madrid,PACMA,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL,39117,0
2016,6,12,Madrid,PCPE,PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA,3110,0
2016,6,13,Navarra,SAIn,SOLIDARIDAD Y AUTOGESTIÓN INTERNACIONALISTA,539,0
2016,6,15,Murcia,PACMA,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL,8209,0
2016,6,16,La Rioja,HRTS-Ln,HEGOALDE RIOJA-LIBERTAD NAVARRA,80,0
2016,6,17,Comunidad Valenciana,PACMA,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL,32611,0
2016,6,6,Cantabria,EB,ESCAÑOS EN BLANCO,596,0
2016,6,8,Castilla y León,UPL,UNIÓN DEL PUEBLO LEONÉS,2295,0
2016,6,9,Cataluña,C's,CIUTADANS-PARTIDO DE LA CIUDADANÍA,380497,5
2016,6,9,Cataluña,VOX,VOX,198,0
2016,6,11,Galicia,PODEMOS-EN MAREA-ANOVA-EU,EN MAREA,347542,5
2016,6,11,Galicia,VOX,VOX,1026,0
2016,6,1,Andalucía,PODEMOS-IU-,UNIDOS PODEMOS POR ANDALUCÍA,792008,11
2016,6,2,Aragón,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,1634,0
2016,6,2,Aragón,VOX,VOX,2013,0
2016,6,7,Castilla-La Mancha,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,2412,0
2016,6,11,Galicia,EB,ESCANOS EN BRANCO,785,0
2016,6,16,La Rioja,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,425,0
2016,6,17,Comunidad Valenciana,REPO,RENOVACIO POLITICA,570,0
2016,6,3,Asturias,PH,PARTIDO HUMANISTA,414,0
2016,6,3,Asturias,PUEDE,PARTIDO UNIONISTA ESTADO DE ESPAÑA,336,0
2016,6,5,Canarias,PACMA,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL,14973,0
2016,6,6,Cantabria,P-LIB,PARTIDO LIBERTARIO,147,0
2016,6,10,Extremadura,PP,PARTIDO POPULAR,245022,5
2016,6,11,Galicia,SAIn,SOLIDARIDAD Y AUTOGESTIÓN INTERNACIONALISTA,392,0
2016,6,15,Murcia,SAIn,SOLIDARIDAD Y AUTOGESTIÓN INTERNACIONALISTA,235,0
2016,6,19,Melilla,PP,PARTIDO POPULAR,13522,1
2016,6,1,Andalucía,AND,PARTIDO SOMOS ANDALUCES POR ANDALUCÍA Y LOS PUEBLO,1727,0
2016,6,3,Asturias,PACMA,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL,6398,0
2016,6,4,Baleares,PFyV,FAMILIA Y VIDA,846,0
2016,6,6,Cantabria,PCPE,PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA,468,0
2016,6,7,Castilla-La Mancha,C's,CIUDADANOS-PARTIDO DE LA CIUDADANÍA,145261,0
2016,6,7,Castilla-La Mancha,FE,LA FALANGE,254,0
2016,6,9,Cataluña,PCPC,PARTIT COMUNISTA DEL POBLE DE CATALUNYA,4348,0
2016,6,13,Navarra,Ln,"LIBERTAD NAVARRA, LIBERTATE NAFARRA",548,0
2016,6,13,Navarra,RECORTES CERO-GRUPO VERDE,RECORTES CERO-GRUPO VERDE,1089,0
2016,6,14,País Vasco,Ln,"LIBERTAD NAVARRA, LIBERTATE NAFARRA",74,0
2016,6,15,Murcia,PODEMOS-IU-EQUO,UNIDOS PODEMOS,103522,1
2016,6,15,Murcia,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,2083,0
2016,6,16,La Rioja,PACMA,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL,1350,0
2016,6,17,Comunidad Valenciana,PP,PARTIDO POPULAR,919229,13
2016,6,17,Comunidad Valenciana,VOX,VOX,6095,0
2016,6,2,Aragón,PACMA,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL,6336,0
2016,6,7,Castilla-La Mancha,PCPE,PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA,648,0
2016,6,8,Castilla y León,IMC,INICIATIVA MERINDADES DE CASTILLA,356,0
2016,6,8,Castilla y León,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,336286,9
2016,6,9,Cataluña,ERC-CATSÍ,ESQUERRA REPUBLICANA/CATALUNYA SÍ,632234,9
2016,6,12,Madrid,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,678340,7
2016,6,13,Navarra,GBAI,GEROA BAI,14343,0
2016,6,16,La Rioja,C's,CIUDADANOS-PARTIDO DE LA CIUDADANÍA,24180,0
2016,6,2,Aragón,FE de las J,FALANGE ESPAÑOLA DE LAS JONS,160,0
2016,6,3,Asturias,EB,ESCAÑOS EN BLANCO,2517,0
2016,6,10,Extremadura,VOX,VOX,1026,0
2016,6,11,Galicia,PSdeG-PSOE,PARTIDO DOS SOCIALISTAS DE GALICIA-PSOE,348014,6
2016,6,12,Madrid,RECORTES CERO-GRUPO VERDE,RECORTES CERO-GRUPO VERDE,7377,0
2016,6,17,Comunidad Valenciana,C's,CIUDADANOS-PARTIDO DE LA CIUDADANÍA,388127,5
2016,6,18,Ceuta,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,72,0
2016,6,1,Andalucía,FE de las J,FALANGE ESPAÑOLA DE LAS JONS,1980,0
2016,6,1,Andalucía,IZAR,IZQUIERDA ANTICAPITALISTA REVOLUCIONARIA,687,0
2016,6,1,Andalucía,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,1326838,20
2016,6,5,Canarias,JXC,JUNTOS POR CANARIAS,1190,0
2016,6,5,Canarias,PCPC,PARTIDO COMUNISTA DEL PUEBLO CANARIO,1549,0
2016,6,6,Cantabria,C's,CIUDADANOS-PARTIDO DE LA CIUDADANÍA,48626,1
2016,6,7,Castilla-La Mancha,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,303786,7
2016,6,9,Cataluña,PACMA,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL,59897,0
2016,6,11,Galicia,BNG-NÓS,BNG-NÓS CANDIDATURA GALEGA,45252,0
2016,6,13,Navarra,PACMA,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL,2757,0
2016,6,15,Murcia,EB,ESCAÑOS EN BLANCO,1069,0
2016,6,18,Ceuta,VOX,VOX,139,0
2016,6,1,Andalucía,PCPE,PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA,5482,0
2016,6,2,Aragón,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,174960,4
2016,6,3,Asturias,RECORTES CERO-GRUPO VERDE,RECORTES CERO-GRUPO VERDE,1086,0
2016,6,5,Canarias,SAIn,SOLIDARIDAD Y AUTOGESTIÓN INTERNACIONALISTA,212,0
2016,6,5,Canarias,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,978,0
2016,6,8,Castilla y León,PODEMOS-IU-EQUO,UNIDOS PODEMOS,226313,3
2016,6,8,Castilla y León,VOX,VOX,2741,0
2016,6,14,País Vasco,EB-AZ,ESCAÑOS EN BLANCO-AULKI ZURIAK,1026,0
2016,6,14,País Vasco,PODEMOS/AHAL DUGU-IU-EQUO,UNIDOS PODEMOS/ELKARREKIN AHAL DUGU,335740,6
2016,6,16,La Rioja,VOX,VOX,366,0
2016,6,19,Melilla,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,6805,0
2016,6,5,Canarias,PH,PARTIDO HUMANISTA,450,0
2016,6,7,Castilla-La Mancha,PP,PARTIDO POPULAR,475911,12
2016,6,8,Castilla y León,PCPE,PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA,1575,0
2016,6,10,Extremadura,RECORTES CERO-GRUPO VERDE,RECORTES CERO-GRUPO VERDE,1073,0
2016,6,11,Galicia,RECORTES CERO-GRUPO VERDE,RECORTES CERO-GRUPO VERDE,3874,0
2016,6,12,Madrid,VOX,VOX,16803,0
2016,6,14,País Vasco,PCPE,PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA,962,0
2016,6,14,País Vasco,PSE-EE (PSOE),PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA(PSOE),164255,3
2016,6,18,Ceuta,C's,CIUDADANOS-PARTIDO DE LA CIUDADANÍA,3549,0
2016,6,1,Andalucía,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,9932,0
2016,6,1,Andalucía,VOX,VOX,8341,0
2016,6,2,Aragón,EB,ESCAÑOS EN BLANCO,3764,0
2016,6,2,Aragón,ENTABAN,ENTABAN,377,0
2016,6,2,Aragón,INDEPENDIEN,INDEPENDIENTES POR ARAGÓN,550,0
2016,6,3,Asturias,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,1391,0
2016,6,4,Baleares,C's,CIUDADANOS-PARTIDO DE LA CIUDADANÍA,67700,1
2016,6,4,Baleares,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,1197,0
2016,6,5,Canarias,C's,CIUDADANOS-PARTIDO DE LA CIUDADANÍA,117748,2
2016,6,6,Cantabria,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,79407,1
2016,6,6,Cantabria,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,1051,0
2016,6,8,Castilla y León,CCD-CI,CIUDADANOS DE CENTRO DEMOCRÁTICO-CANDIDATURA INDEP,2672,0
2016,6,9,Cataluña,PSC-PSOE,PARTIT DELS SOCIALISTES DE CATALUNYA,559870,7
2016,6,10,Extremadura,PACMA,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL,4456,0
2016,6,10,Extremadura,PODEMOS-IU-EQUO,UNIDOS PODEMOS,80346,1
2016,6,14,País Vasco,PACMA,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL,9310,0
2016,6,17,Comunidad Valenciana,SOMVAL,SOM VALENCIANS,6647,0
2016,6,18,Ceuta,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,6974,0
2016,6,1,Andalucía,P-LIB,PARTIDO LIBERTARIO,393,0
2016,6,2,Aragón,C's,CIUDADANOS-PARTIDO DE LA CIUDADANÍA,114239,1
2016,6,2,Aragón,UDT,UNIÓN DE TODOS,48,0
2016,6,3,Asturias,PCPE,PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA,1383,0
2016,6,3,Asturias,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,147920,2
2016,6,4,Baleares,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,93363,2
2016,6,5,Canarias,PSOE-NCa,PARTIDO SOCIALISTA OBRERO ESPAÑOL-NUEVA CANARIAS,220471,3
2016,6,8,Castilla y León,PREPAL,PARTIDO REGIONALISTA DEL PAÍS LEONÉS,668,0
2016,6,9,Cataluña,RECORTES CERO-GRUPO VERDE,RECORTES CERO-GRUPO VERDE,9730,0
2016,6,10,Extremadura,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,1054,0
2016,6,13,Navarra,C's,CIUDADANOS-PARTIDO DE LA CIUDADANÍA,20505,0
2016,6,13,Navarra,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,591,0
2016,6,15,Murcia,C's,CIUDADANOS-PARTIDO DE LA CIUDADANÍA,111961,2
2016,6,18,Ceuta,PODEMOS-IU-EQUO,UNIDOS PODEMOS,3345,0
2016,6,18,Ceuta,RECORTES CERO-GRUPO VERDE,RECORTES CERO-GRUPO VERDE,118,0
2016,6,1,Andalucía,RECORTES CERO-GRUPO VERDE,RECORTES CERO-GRUPO VERDE,7317,0
2016,6,2,Aragón,PP-PAR,PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGON,252456,6
2016,6,4,Baleares,SI,SOBIRANIA PER A LES ILLES,7418,0
2016,6,6,Cantabria,SAIn,SOLIDARIDAD Y AUTOGESTIÓN INTERNACIONALISTA,156,0
2016,6,11,Galicia,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,975,0
2016,6,13,Navarra,EH Bildu,EUSKAL HERRIA BILDU,31374,0
2016,6,16,La Rioja,PP,PARTIDO POPULAR,73708,2
2016,6,16,La Rioja,RECORTES CERO-GRUPO VERDE,RECORTES CERO-GRUPO VERDE,312,0
2016,6,17,Comunidad Valenciana,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,539278,6
2019,4,1,Andalucía,PCPA,PARTIDO COMUNISTA DEL PUEBLO ANDALUZ,4697,0
2019,4,1,Andalucía,PUM+J,POR UN MUNDO MÁS JUSTO,4326,0
2019,4,2,Aragón,RECORTES CE,RECORTES CERO-GRUPO VERDE,1825,0
2019,4,4,Baleares,PUM+J,POR UN MUNDO MÁS JUSTO,686,0
2019,4,9,Cataluña,PSC,PARTIT DELS SOCIALISTES DE CATALUNYA (PSC-PSOE),962257,12
2019,4,16,La Rioja,Cs,CIUDADANOS-PARTIDO DE LA CIUDADANÍA,32181,1
2019,4,17,Comunidad Valenciana,Cs,CIUDADANOS-PARTIDO DE LA CIUDADANÍA,483068,6
2019,4,17,Comunidad Valenciana,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,746486,10
2019,4,1,Andalucía,IZAR,IZQUIERDA ANTICAPITALISTA REVOLUCIONARIA,257,0
2019,4,4,Baleares,RECORTES CE,RECORTES CERO-GRUPO VERDE,1197,0
2019,4,6,Cantabria,PUM+J,POR UN MUNDO MÁS JUSTO,274,0
2019,4,6,Cantabria,VOX,VOX,40139,0
2019,4,9,Cataluña,PACMA,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL,63895,0
2019,4,9,Cataluña,PP,PARTIDO POPULAR,200841,1
2019,4,9,Cataluña,VOX,VOX,148844,1
2019,4,10,Extremadura,C.Ex-C.R.Ex,EXTREMEÑOS PREX CREX,2150,0
2019,4,13,Navarra,PODEMOS-IU-,UNIDAS PODEMOS,68393,1
2019,4,13,Navarra,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,94551,2
2019,4,13,Navarra,VOX,VOX,17771,0
2019,4,15,Murcia,SOMOS REGIÓ,SOMOS REGIÓN,4976,0
2019,4,15,Murcia,VOX,VOX,143234,2
2019,4,2,Aragón,PACMA,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL,6934,0
2019,4,2,Aragón,PUM+J,POR UN MUNDO MÁS JUSTO,993,0
2019,4,2,Aragón,PYLN,PUYALON,835,0
2019,4,3,Asturias,Cs,CIUDADANOS-PARTIDO DE LA CIUDADANÍA,104688,1
2019,4,5,Canarias,VOX,VOX,69614,0
2019,4,6,Cantabria,PP,PARTIDO POPULAR,77902,1
2019,4,7,Castilla-La Mancha,Cs,CIUDADANOS-PARTIDO DE LA CIUDADANÍA,207530,4
2019,4,8,Castilla y León,PACT,ACTÚA,623,0
2019,4,8,Castilla y León,PCPE,PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA,313,0
2019,4,9,Cataluña,CNV,CONVERGENTS,2541,0
2019,4,10,Extremadura,Cs,CIUDADANOS-PARTIDO DE LA CIUDADANÍA,118035,2
2019,4,14,País Vasco,PACMA,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL,11227,0
2019,4,15,Murcia,PCOE,PARTIDO COMUNISTA OBRERO ESPAÑOL,1162,0
2019,4,1,Andalucía,Cs,CIUDADANOS-PARTIDO DE LA CIUDADANÍA,811562,11
2019,4,2,Aragón,Cs,CIUDADANOS-PARTIDO DE LA CIUDADANÍA,155576,3
2019,4,4,Baleares,ARA-MES-ESQ,Veus PROGRESSISTES,25191,0
2019,4,4,Baleares,PODEMOS-EUI,UNIDAS PODEMOS-UNIDES PODEM,92477,2
2019,4,5,Canarias,PODEMOS-IU-,UNIDAS PODEMOS,166911,3
2019,4,7,Castilla-La Mancha,PP,PARTIDO POPULAR,269125,6
2019,4,7,Castilla-La Mancha,VOX,VOX,181444,2
2019,4,11,Galicia,EN MAREA,EN MAREA,17899,0
2019,4,11,Galicia,VOU,VIVIR OURENSE,335,0
2019,4,13,Navarra,RECORTES CE,RECORTES CERO-GRUPO VERDE,1295,0
2019,4,16,La Rioja,PACMA,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL,1394,0
2019,4,16,La Rioja,PODEMOS-IU-,UNIDAS PODEMOS,21331,0
2019,4,19,Melilla,PUM+J,POR UN MUNDO MÁS JUSTO,39,0
2019,4,1,Andalucía,PODEMOS-IU,UNIDAS PODEMOS,654944,9
2019,4,1,Andalucía,VOX,VOX,612921,6
2019,4,5,Canarias,PH,PARTIDO HUMANISTA,559,0
2019,4,8,Castilla y León,centrados,CENTRADOS,459,0
2019,4,9,Cataluña,IZQP,IZQUIERDA EN POSITIVO,2791,0
2019,4,10,Extremadura,PP,PARTIDO POPULAR,140473,2
2019,4,10,Extremadura,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,250180,5
2019,4,12,Madrid,VOX,VOX,524176,5
2019,4,15,Murcia,Cs,CIUDADANOS-PARTIDO DE LA CIUDADANÍA,150289,2
2019,4,16,La Rioja,EB,ESCAÑOS EN BLANCO,385,0
2019,4,17,Comunidad Valenciana,FE de las J,FALANGE ESPAÑOLA DE LAS JONS,222,0
2019,4,1,Andalucía,"""JF""",PARTIDO DE JUBILADOS POR EL FUTURO. DIGNIDAD Y DEM,876,0
2019,4,1,Andalucía,RISA,PARTIDO REPUBLICANO INDEPENDIENTE SOLIDARIO ANDALU,190,0
2019,4,3,Asturias,PODEMOS-IX-,UNIDAS PODEMOS-XUNIES PODEMOS,107426,1
2019,4,3,Asturias,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,207586,3
2019,4,3,Asturias,VOX,VOX,72018,1
2019,4,5,Canarias,PCPC,PARTIDO COMUNISTA DEL PUEBLO CANARIO,1486,0
2019,4,7,Castilla-La Mancha,PODEMOS-IU-,UNIDAS PODEMOS,120747,0
2019,4,8,Castilla y León,PODEMOS-IU-,UNIDAS PODEMOS,158535,0
2019,4,9,Cataluña,ERC-SOBIRAN,ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES,1020392,15
2019,4,10,Extremadura,PODEMOS-IU-,UNIDAS PODEMOS,62544,0
2019,4,12,Madrid,PCPE,PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA,2038,0
2019,4,14,País Vasco,PP,PARTIDO POPULAR,95041,0
2019,4,15,Murcia,IZQP,IZQUIERDA EN POSITIVO,712,0
2019,4,18,Ceuta,PODEMOS-IU-,UNIDAS PODEMOS,1838,0
2019,4,18,Ceuta,VOX,VOX,9092,0
2019,4,19,Melilla,RECORTES CE,RECORTES CERO-GRUPO VERDE,99,0
2019,4,1,Andalucía,CILU-LINARE,CIUDADANOS INDEPENDIENTES DE LINARES UNIDOS,1081,0
2019,4,2,Aragón,UDT,UNIÓN DE TODOS,28,0
2019,4,2,Aragón,VOX,VOX,92388,1
2019,4,5,Canarias,Cs,CIUDADANOS-PARTIDO DE LA CIUDADANÍA,155682,2
2019,4,5,Canarias,NCa,NUEVA CANARIAS,36225,0
2019,4,5,Canarias,PUM+J,POR UN MUNDO MÁS JUSTO,1419,0
2019,4,6,Cantabria,EB,ESCAÑOS EN BLANCO,427,0
2019,4,8,Castilla y León,VOX,VOX,186882,1
2019,4,9,Cataluña,Cs,CIUDADANOS-PARTIDO DE LA CIUDADANÍA,479374,5
2019,4,9,Cataluña,ECP-GUANYEM,EN COMÚ PODEM - GUANYEM EL CANVI,615665,7
2019,4,10,Extremadura,DP,DEFENSA DE LO PÚBLICO,308,0
2019,4,10,Extremadura,PUM+J,POR UN MUNDO MÁS JUSTO,442,0
2019,4,14,País Vasco,RECORTES CE,RECORTES CERO-GRUPO VERDE,2306,0
2019,4,14,País Vasco,SOLIDARIA,PARTIDO DE ACCIÓN SOLIDARIA EUROPEA,528,0
2019,4,15,Murcia,PACMA,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL,10611,0
2019,4,17,Comunidad Valenciana,P-LIB,PARTIDO LIBERTARIO,973,0
2019,4,17,Comunidad Valenciana,PUM+J,POR UN MUNDO MÁS JUSTO,302,0
2019,4,19,Melilla,PODEMOS-IU-,UNIDAS PODEMOS,1292,0
2019,4,2,Aragón,+MAS+,MUERTE AL SISTEMA,47,0
2019,4,3,Asturias,PACT,ACTÚA,4554,0
2019,4,4,Baleares,PSOE,PARTIT SOCIALISTA OBRER ESPANYOL,136698,3
2019,4,6,Cantabria,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,90534,2
2019,4,7,Castilla-La Mancha,PCTE,PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA,266,0
2019,4,12,Madrid,PCTE,PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA,2329,0
2019,4,13,Navarra,EH Bildu,EUSKAL HERRIA BILDU,46765,0
2019,4,14,País Vasco,PODEMOS-IU-,ELKARREKIN PODEMOS-UNIDAS PODEMOS,224505,4
2019,4,14,País Vasco,PSE-EE (PSO,PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA (P,253989,4
2019,4,16,La Rioja,PR+,PARTIDO RIOJANO,2098,0
2019,4,16,La Rioja,PUM+J,POR UN MUNDO MÁS JUSTO,199,0
2019,4,17,Comunidad Valenciana,PACMA,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL,37286,0
2019,4,17,Comunidad Valenciana,PODEMOS-EUP,UNIDAS PODEMOS,382798,5
2019,4,19,Melilla,CpM,COALICION POR MELILLA,6857,0
2019,4,19,Melilla,Cs,CIUDADANOS-PARTIDO DE LA CIUDADANÍA,4351,0
2019,4,1,Andalucía,RECORTES CE,RECORTES CERO-GRUPO VERDE,7826,0
2019,4,3,Asturias,ANDECHA AST,ANDECHA ASTUR,932,0
2019,4,4,Baleares,VOX,VOX,58567,1
2019,4,5,Canarias,PACMA,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL,17826,0
2019,4,5,Canarias,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,295474,5
2019,4,6,Cantabria,PRC,PARTIDO REGIONALISTA DE CANTABRIA,52266,1
